singer_id,song_id
56,1490
78,1491
100,1492
90,1493
635,1494
25,1495
501,1496
754,1497
270,1498
755,1499
30,1500
756,1501
30,1502
757,1503
758,1504
81,1505
623,1506
759,1507
25,1508
760,1509
176,1510
761,1511
83,1512
23,1513
83,1514
21,1515
588,1516
762,1517
763,1518
764,1519
406,1520
50,1521
765,1522
766,1523
767,1524
484,1525
768,1526
139,1527
73,1528
31,1529
43,1530
769,1531
770,1532
635,1533
771,1534
615,1535
79,1536
772,1537
700,1538
558,1539
100,1540
773,1541
73,1542
73,1543
774,1544
143,1545
775,1546
776,1547
776,1548
777,1549
144,1550
144,1551
778,1552
73,1553
53,1554
124,1555
459,1556
779,1557
780,1558
781,1559
782,1560
484,1561
676,1562
782,1563
783,1564
56,1565
535,1566
535,1567
96,1568
54,1569
19,1570
637,1571
396,1572
784,1573
785,1574
786,1575
787,1576
788,1577
73,1578
406,1579
789,1580
790,1581
791,1582
689,1583
792,1584
793,1585
180,1586
246,1587
794,1588
755,1589
49,1590
259,1591
81,1592
284,1593
519,1594
680,1595
795,1596
422,1597
176,1598
637,1599
73,1600
620,1601
102,1602
78,1603
136,1604
78,1605
796,1606
797,1607
676,1608
48,1609
48,1610
406,1611
390,1612
637,1613
96,1614
73,1615
798,1616
715,1617
466,1618
7,1619
799,1620
800,1621
106,1622
714,1623
136,1624
23,1625
23,1626
714,1627
136,1628
143,1629
501,1630
31,1631
246,1632
637,1633
90,1634
801,1635
230,1636
659,1637
144,1638
246,1639
802,1640
803,1641
145,1642
90,1643
804,1644
637,1645
805,1646
88,1647
806,1648
73,1649
807,1650
96,1651
283,1652
611,1653
90,1654
808,1655
54,1656
44,1657
82,1658
45,1659
124,1660
124,1661
809,1662
124,1663
102,1664
810,1665
259,1666
811,1667
73,1668
422,1669
615,1670
812,1671
21,1672
371,1673
371,1674
48,1675
813,1676
10,1677
615,1678
218,1679
648,1680
648,1681
180,1682
302,1683
814,1684
277,1685
102,1686
20,1687
815,1688
21,1689
78,1690
73,1691
816,1692
81,1693
78,1694
817,1695
818,1696
819,1697
24,1698
604,1699
604,1700
151,1701
21,1702
509,1703
509,1704
820,1705
212,1706
340,1707
259,1708
176,1709
246,1710
176,1711
231,1712
231,1713
821,1714
821,1715
278,1716
822,1717
494,1718
102,1719
4,1720
245,1721
213,1722
179,1723
372,1724
124,1725
143,1726
277,1727
205,1728
43,1729
78,1730
823,1731
20,1732
143,1733
824,1734
286,1735
635,1736
79,1737
825,1738
826,1739
827,1740
208,1741
58,1742
78,1743
828,1744
145,1745
179,1746
73,1747
278,1748
180,1749
829,1750
830,1751
831,1752
254,1753
123,1754
832,1755
123,1756
372,1757
722,1758
180,1759
372,1760
372,1761
147,1762
232,1763
85,1764
527,1765
14,1766
124,1767
422,1768
519,1769
833,1770
834,1771
835,1772
67,1773
836,1774
124,1775
203,1776
200,1777
240,1778
444,1779
798,1780
90,1781
49,1782
90,1783
90,1784
392,1785
837,1786
838,1787
85,1788
838,1789
839,1790
85,1791
93,1792
840,1793
3,1794
841,1795
400,1796
401,1797
842,1798
843,1799
240,1800
844,1801
845,1802
1,1803
613,1804
846,1805
73,1806
847,1807
56,1808
25,1809
124,1810
124,1811
56,1812
848,1813
848,1814
73,1815
849,1816
620,1817
620,1818
850,1819
112,1820
851,1821
852,1822
349,1823
853,1824
394,1825
854,1826
7,1827
855,1828
176,1829
477,1830
856,1831
857,1832
617,1833
284,1834
93,1835
535,1836
79,1837
134,1838
493,1839
78,1840
23,1841
535,1842
474,1843
70,1844
3,1845
93,1846
352,1847
352,1848
352,1849
352,1850
3,1851
3,1852
858,1853
392,1854
152,1855
152,1856
166,1857
859,1858
860,1859
861,1860
862,1861
863,1862
83,1863
586,1864
864,1865
94,1866
124,1867
124,1868
492,1869
865,1870
866,1871
867,1872
803,1873
24,1874
868,1875
869,1876
73,1877
94,1878
870,1879
406,1880
871,1881
455,1882
588,1883
102,1884
200,1885
798,1886
872,1887
2,1888
873,1889
874,1890
200,1891
874,1892
69,1893
69,1894
875,1895
604,1896
586,1897
876,1898
406,1899
877,1900
73,1901
246,1902
246,1903
277,1904
635,1905
86,1906
878,1907
43,1908
83,1909
569,1910
865,1911
879,1912
880,1913
23,1914
881,1915
882,1916
73,1917
883,1918
73,1919
755,1920
80,1921
356,1922
200,1923
55,1924
73,1925
144,1926
124,1927
884,1928
54,1929
885,1930
106,1931
102,1932
176,1933
302,1934
886,1935
112,1936
887,1937
88,1938
200,1939
143,1940
245,1941
54,1942
132,1943
888,1944
889,1945
23,1946
483,1947
83,1948
890,1949
23,1950
891,1951
25,1952
892,1953
402,1954
530,1955
11,1956
203,1957
817,1958
809,1959
893,1960
20,1961
894,1962
894,1963
895,1964
469,1965
896,1966
897,1967
898,1968
618,1969
43,1970
123,1971
899,1972
96,1973
96,1974
44,1975
900,1976
901,1977
902,1978
484,1979
680,1980
293,1981
247,1982
302,1983
372,1984
372,1985
903,1986
88,1987
637,1988
512,1989
904,1990
905,1991
906,1992
907,1993
908,1994
328,1995
909,1996
910,1997
911,1998
912,1999
913,2000
329,2001
914,2002
915,2003
916,2004
917,2005
165,2006
918,2007
78,2008
111,2009
22,2010
75,2011
919,2012
422,2013
920,2014
407,2015
196,2016
921,2017
922,2018
58,2019
923,2020
924,2021
925,2022
271,2023
926,2024
161,2025
927,2026
928,2027
27,2028
248,2029
248,2030
929,2031
930,2032
23,2033
682,2034
73,2035
200,2036
432,2037
931,2038
70,2039
290,2040
470,2041
932,2042
415,2043
332,2044
933,2045
210,2046
200,2047
698,2048
934,2049
352,2050
200,2051
718,2052
590,2053
30,2054
693,2055
58,2056
151,2057
524,2058
924,2059
70,2060
743,2061
935,2062
936,2063
218,2064
355,2065
937,2066
111,2067
938,2068
363,2069
770,2070
73,2071
256,2072
11,2073
443,2074
373,2075
939,2076
940,2077
112,2078
200,2079
596,2080
125,2081
43,2082
3,2083
23,2084
123,2085
24,2086
3,2087
941,2088
942,2089
121,2090
50,2091
597,2092
466,2093
81,2094
784,2095
100,2096
618,2097
43,2098
234,2099
943,2100
74,2101
20,2102
944,2103
74,2104
100,2105
945,2106
23,2107
257,2108
124,2109
946,2110
947,2111
460,2112
83,2113
135,2114
25,2115
124,2116
948,2117
502,2118
45,2119
45,2120
222,2121
480,2122
83,2123
483,2124
870,2125
23,2126
483,2127
567,2128
198,2129
198,2130
200,2131
354,2132
336,2133
422,2134
471,2135
924,2136
132,2137
486,2138
471,2139
177,2140
949,2141
443,2142
950,2143
246,2144
372,2145
951,2146
952,2147
110,2148
778,2149
953,2150
23,2151
312,2152
124,2153
83,2154
954,2155
530,2156
23,2157
121,2158
106,2159
955,2160
123,2161
74,2162
656,2163
635,2164
956,2165
957,2166
132,2167
958,2168
959,2169
401,2170
960,2171
961,2172
962,2173
165,2174
963,2175
218,2176
964,2177
965,2178
966,2179
967,2180
313,2181
626,2182
106,2183
14,2184
14,2185
212,2186
212,2187
14,2188
14,2189
968,2190
73,2191
969,2192
970,2193
85,2194
558,2195
243,2196
88,2197
971,2198
795,2199
58,2200
90,2201
279,2202
972,2203
246,2204
973,2205
484,2206
444,2207
974,2208
975,2209
799,2210
685,2211
73,2212
893,2213
112,2214
976,2215
73,2216
147,2217
831,2218
784,2219
977,2220
755,2221
55,2222
554,2223
330,2224
330,2225
166,2226
273,2227
432,2228
73,2229
246,2230
978,2231
530,2232
979,2233
45,2234
156,2235
113,2236
349,2237
349,2238
253,2239
613,2240
980,2241
55,2242
58,2243
857,2244
981,2245
283,2246
642,2247
55,2248
306,2249
442,2250
398,2251
537,2252
112,2253
982,2254
236,2255
983,2256
984,2257
26,2258
26,2259
533,2260
985,2261
986,2262
987,2263
569,2264
988,2265
466,2266
989,2267
990,2268
991,2269
992,2270
94,2271
94,2272
993,2273
55,2274
392,2275
93,2276
363,2277
335,2278
994,2279
79,2280
79,2281
995,2282
169,2283
996,2284
997,2285
432,2286
5,2287
998,2288
701,2289
273,2290
127,2291
999,2292
1000,2293
28,2294
113,2295
100,2296
47,2297
890,2298
23,2299
579,2300
30,2301
887,2302
213,2303
1001,2304
1002,2305
1003,2306
208,2307
437,2308
1004,2309
1005,2310
1006,2311
1007,2312
1008,2313
1009,2314
594,2315
949,2316
17,2317
363,2318
24,2319
943,2320
1010,2321
653,2322
1011,2323
187,2324
239,2325
759,2326
480,2327
73,2328
73,2329
347,2330
1012,2331
302,2332
1013,2333
354,2334
1014,2335
1015,2336
1016,2337
1017,2338
51,2339
516,2340
1018,2341
1019,2342
1020,2343
200,2344
70,2345
1021,2346
445,2347
152,2348
6,2349
1022,2350
220,2351
1023,2352
1024,2353
235,2354
80,2355
579,2356
1025,2357
583,2358
23,2359
1026,2360
779,2361
23,2362
55,2363
493,2364
442,2365
933,2366
144,2367
1027,2368
870,2369
22,2370
45,2371
23,2372
557,2373
1028,2374
259,2375
1029,2376
230,2377
1030,2378
1031,2379
46,2380
196,2381
1032,2382
1033,2383
1034,2384
218,2385
1035,2386
17,2387
1036,2388
355,2389
363,2390
1037,2391
1038,2392
139,2393
375,2394
930,2395
1039,2396
335,2397
411,2398
1040,2399
100,2400
102,2401
23,2402
123,2403
642,2404
1041,2405
892,2406
1042,2407
631,2408
1043,2409
484,2410
402,2411
484,2412
711,2413
144,2414
659,2415
1044,2416
402,2417
1045,2418
73,2419
73,2420
124,2421
1046,2422
874,2423
1047,2424
1048,2425
618,2426
4,2427
1049,2428
1050,2429
673,2430
106,2431
442,2432
135,2433
78,2434
102,2435
102,2436
1051,2437
200,2438
1052,2439
1053,2440
1054,2441
444,2442
110,2443
565,2444
1055,2445
715,2446
73,2447
17,2448
102,2449
626,2450
1056,2451
352,2452
1057,2453
596,2454
1058,2455
279,2456
352,2457
1059,2458
230,2459
73,2460
1060,2461
898,2462
54,2463
1061,2464
277,2465
1062,2466
106,2467
1063,2468
618,2469
625,2470
78,2471
1064,2472
21,2473
21,2474
759,2475
1065,2476
63,2477
613,2478
1066,2479
60,2480
30,2481
1067,2482
533,2483
290,2484
1068,2485
143,2486
1069,2487
1070,2488
1071,2489
1072,2490
1073,2491
143,2492
840,2493
230,2494
135,2495
43,2496
209,2497
1074,2498
277,2499
620,2500
447,2501
1075,2502
1076,2503
739,2504
1077,2505
1078,2506
648,2507
406,2508
620,2509
620,2510
620,2511
685,2512
536,2513
1079,2514
1080,2515
28,2516
588,2517
2,2518
114,2519
396,2520
530,2521
102,2522
460,2523
1081,2524
81,2525
1082,2526
1083,2527
480,2528
257,2529
100,2530
177,2531
1084,2532
932,2533
246,2534
1085,2535
1086,2536
96,2537
1087,2538
73,2539
124,2540
1088,2541
1089,2542
100,2543
135,2544
899,2545
96,2546
88,2547
1090,2548
1091,2549
1092,2550
499,2551
273,2552
1093,2553
93,2554
182,2555
279,2556
588,2557
102,2558
253,2559
1094,2560
779,2561
1095,2562
1096,2563
1097,2564
245,2565
180,2566
180,2567
400,2568
691,2569
205,2570
283,2571
889,2572
1098,2573
135,2574
1099,2575
388,2576
123,2577
929,2578
7,2579
528,2580
125,2581
187,2582
102,2583
24,2584
844,2585
406,2586
328,2587
7,2588
58,2589
21,2590
773,2591
44,2592
54,2593
277,2594
54,2595
1100,2596
78,2597
54,2598
78,2599
458,2600
73,2601
85,2602
576,2603
1101,2604
999,2605
863,2606
96,2607
792,2608
1102,2609
1103,2610
588,2611
1104,2612
1105,2613
527,2614
38,2615
1106,2616
1107,2617
8,2618
294,2619
124,2620
1108,2621
291,2622
1109,2623
1110,2624
1111,2625
196,2626
673,2627
85,2628
889,2629
1112,2630
1113,2631
176,2632
438,2633
392,2634
1114,2635
1115,2636
1116,2637
726,2638
1117,2639
1118,2640
368,2641
102,2642
933,2643
1119,2644
169,2645
58,2646
1120,2647
1121,2648
1121,2649
30,2650
257,2651
363,2652
1122,2653
1123,2654
377,2655
85,2656
636,2657
54,2658
209,2659
102,2660
1124,2661
1124,2662
17,2663
1125,2664
1126,2665
1127,2666
125,2667
432,2668
44,2669
88,2670
45,2671
496,2672
54,2673
55,2674
81,2675
448,2676
18,2677
1128,2678
54,2679
140,2680
209,2681
143,2682
657,2683
1129,2684
625,2685
657,2686
34,2687
1130,2688
14,2689
74,2690
477,2691
1131,2692
1000,2693
70,2694
70,2695
46,2696
115,2697
1132,2698
257,2699
90,2700
54,2701
1133,2702
615,2703
139,2704
1134,2705
101,2706
328,2707
1135,2708
315,2709
1136,2710
1137,2711
39,2712
489,2713
179,2714
196,2715
286,2716
85,2717
1138,2718
845,2719
992,2720
257,2721
14,2722
415,2723
1139,2724
1140,2725
70,2726
124,2727
100,2728
135,2729
1141,2730
530,2731
78,2732
530,2733
1092,2734
865,2735
949,2736
637,2737
551,2738
1142,2739
533,2740
73,2741
605,2742
14,2743
1143,2744
1144,2745
47,2746
1139,2747
70,2748
1145,2749
798,2750
657,2751
321,2752
151,2753
151,2754
1146,2755
23,2756
1147,2757
23,2758
80,2759
23,2760
80,2761
1148,2762
58,2763
1149,2764
73,2765
73,2766
73,2767
1150,2768
90,2769
73,2770
40,2771
139,2772
139,2773
218,2774
701,2775
701,2776
277,2777
615,2778
10,2779
637,2780
1151,2781
555,2782
90,2783
631,2784
1152,2785
90,2786
314,2787
349,2788
73,2789
1153,2790
144,2791
1154,2792
208,2793
58,2794
1155,2795
1156,2796
842,2797
761,2798
178,2799
79,2800
1157,2801
418,2802
200,2803
349,2804
349,2805
1158,2806
1159,2807
74,2808
262,2809
1160,2810
349,2811
1161,2812
1162,2813
1163,2814
58,2815
391,2816
73,2817
528,2818
485,2819
528,2820
568,2821
312,2822
701,2823
981,2824
1164,2825
1165,2826
1164,2827
54,2828
80,2829
1166,2830
448,2831
483,2832
1099,2833
1167,2834
23,2835
752,2836
123,2837
47,2838
1168,2839
34,2840
143,2841
460,2842
4,2843
492,2844
1169,2845
73,2846
939,2847
1170,2848
722,2849
73,2850
312,2851
865,2852
926,2853
246,2854
394,2855
246,2856
246,2857
377,2858
1171,2859
406,2860
1172,2861
349,2862
1173,2863
1174,2864
1175,2865
1176,2866
1177,2867
73,2868
73,2869
415,2870
90,2871
1178,2872
1178,2873
73,2874
1179,2875
124,2876
439,2877
597,2878
203,2879
1180,2880
58,2881
597,2882
1181,2883
422,2884
791,2885
305,2886
90,2887
349,2888
1113,2889
19,2890
53,2891
90,2892
43,2893
25,2894
73,2895
1182,2896
1183,2897
426,2898
859,2899
494,2900
349,2901
305,2902
54,2903
518,2904
1184,2905
499,2906
124,2907
1185,2908
243,2909
73,2910
1186,2911
27,2912
14,2913
3,2914
681,2915
791,2916
79,2917
690,2918
205,2919
1187,2920
328,2921
943,2922
902,2923
49,2924
943,2925
119,2926
1188,2927
51,2928
1189,2929
1190,2930
1191,2931
1158,2932
205,2933
328,2934
25,2935
1170,2936
138,2937
123,2938
73,2939
1192,2940
710,2941
124,2942
312,2943
245,2944
352,2945
1184,2946
1170,2947
1193,2948
902,2949
1057,2950
81,2951
722,2952
