"wildcard","name","slug_name","description",cover_image_id
"mh","My Huyen","my-huyen","NULL",0
"nhn","Nguyen Hong Nhung","nguyen-hong-nhung","NULL",0
"qk","Quoc Khanh","quoc-khanh","NULL",0
"tth","Tran Thai Hoa","tran-thai-hoa","NULL",0
"ta","Tuan Anh","tuan-anh","NULL",0
"tq","Tuan Quynh","tuan-quynh","NULL",0
"vm","Viet My","viet-my","NULL",0
"tn","Trang Nhung","trang-nhung","NULL",0
"nhpv","Ngoc Huyen & Phuong Vu","ngoc-huyen-phuong-vu","NULL",0
"vt","Vu Tuan","vu-tuan","NULL",0
"mqh","Mai Quoc Huy","mai-quoc-huy","NULL",0
"md","Manh Dinh","manh-dinh","NULL",0
"nqql","Nhu Quynh-Quang Le","nhu-quynh-quang-le","NULL",0
"vs","Vu Son","vu-son","NULL",0
"dt","Duy Trac","duy-trac","NULL",0
"tn","Thanh Ngan","thanh-ngan","NULL",0
"pmc","Phuong My Chi","phuong-my-chi","NULL",0
"ddt","Duong Dinh Tri","duong-dinh-tri","NULL",0
"ln","Long Nhat","long-nhat","NULL",0
"mtv","Mai Thien Van","mai-thien-van","NULL",0
"dnthc","Duong Ngoc Thai-Hoang Chau","duong-ngoc-thai-hoang-chau","NULL",0
"ht","Helen Tran","helen-tran","NULL",0
"pa","Phuong Anh","phuong-anh","NULL",0
"dk","Duy Khanh.OKF","duy-khanhokf","NULL",0
"tt","Thu Thuy","thu-thuy","NULL",0
"hvtc","Ha Vy & Thai Chau","ha-vy-thai-chau","NULL",0
"v","Vpop","vpop","NULL",0
"na","Nguyen An","nguyen-an","NULL",0
"t","Timbaland","timbaland","NULL",0
"lg","Lady Gaga","lady-gaga","NULL",0
"a","Aaliyah","aaliyah","NULL",0
"bb","Backstreet Boys","backstreet-boys","NULL",0
"mtnt","Minh Tri & Nguyen Thang","minh-tri-nguyen-thang","NULL",0
"lk","Lil Knight","lil-knight","NULL",0
"tp","Trang Phap","trang-phap","NULL",0
"th","Thanh Huyen","thanh-huyen","NULL",0
"nb","Ngoc Bich","ngoc-bich","NULL",0
"dh","Dinh Huong","dinh-huong","NULL",0
"kl","Khang Luan","khang-luan","NULL",0
"dhltk","Duong Hong Loan-Tuan Khuong","duong-hong-loan-tuan-khuong","NULL",0
"av","Ai Van","ai-van","NULL",0
"vat","Vuong Anh Tu","vuong-anh-tu","NULL",0
"dpdlvqtd","Dao Phi Duong-Lam Vu-Quach Tuan Du","dao-phi-duong-lam-vu-quach-tuan-du","NULL",0
"ll","Link Lee","link-lee","NULL",0
"tc","Thuy Chi","thuy-chi","NULL",0
"dq","Duy Quang","duy-quang","NULL",0
"bdhl","Bruce Doan & Hai Ly","bruce-doan-hai-ly","NULL",0
"nq","Nhu Quynh","nhu-quynh","NULL",0
"tlvk","Thanh Lan & Vu Khanh","thanh-lan-vu-khanh","NULL",0
"nql","Ngo Quoc Linh","ngo-quoc-linh","NULL",0
"tc","Top Ca","top-ca","NULL",0
"ax","Ai Xuan","ai-xuan","NULL",0
"dpd","Dao Phi Duong","dao-phi-duong","NULL",0
"lqm","Luu Quang Minh","luu-quang-minh","NULL",0
"dpt","Dong Phuong Tuong","dong-phuong-tuong","NULL",0
"dcqhbn","Dan Ca Quan Ho Bac Ninh","dan-ca-quan-ho-bac-ninh","NULL",0
"ph","Phuong Hue","phuong-hue","NULL",0
"nk","Ngoc Khue","ngoc-khue","NULL",0
"hn","Hai Nguyen","hai-nguyen","NULL",0
"kh","Khang Huy","khang-huy","NULL",0
"jbl","Justin Bieber-Ludacris","justin-bieber-ludacris","NULL",0
"p","Purity","purity","NULL",0
"bs","Britney Spears","britney-spears","NULL",0
"nh","Ngoc Han","ngoc-han","NULL",0
"tnq","Tran Nhat Quang","tran-nhat-quang","NULL",0
"qk7","Quan Khu 7","quan-khu-7","NULL",0
"lntnhn","Lam Nhat Tien & Nguyen Hong Nhung","lam-nhat-tien-nguyen-hong-nhung","NULL",0
"attt","Anh Tho-Trong Tan","anh-tho-trong-tan","NULL",0
"td","Trung Duc","trung-duc","NULL",0
"ptl","Pham Thuy Linh","pham-thuy-linh","NULL",0
"i","Isaac","isaac","NULL",0
"kh","Khanh Hoang","khanh-hoang","NULL",0
"dvhhn","Dam Vinh Hung-Hong Ngoc","dam-vinh-hung-hong-ngoc","NULL",0
"cnt","Chau Nhat Thanh","chau-nhat-thanh","NULL",0
"vt","Vu Toan","vu-toan","NULL",0
"ht","Huong Thuy","huong-thuy","NULL",0
"ktl","Kim Tu Long","kim-tu-long","NULL",0
"ct","Chi Tam","chi-tam","NULL",0
"i","Infinite","infinite","NULL",0
"htq","Ho Thien Quan","ho-thien-quan","NULL",0
"bm","Boney M","boney-m","NULL",0
"jdlntnq","Johnny Dung & Lam Nhat Tien & Nhat Quan","johnny-dung-lam-nhat-tien-nhat-quan","NULL",0
"at","Anh Tien","anh-tien","NULL",0
"hd","Huy Duong","huy-duong","NULL",0
"th","Thai Hien","thai-hien","NULL",0
"th","Thuy Hang","thuy-hang","NULL",0
"dt","Doan Thy","doan-thy","NULL",0
"m","MBK","mbk","NULL",0
"qh","Quang Hao","quang-hao","NULL",0
"tkh","Thanh Kim Hue","thanh-kim-hue","NULL",0
"lupum","Le Uyen Phuong & U Mi","le-uyen-phuong-u-mi","NULL",0
"tttn","Thai Thao & Tuan Ngoc","thai-thao-tuan-ngoc","NULL",0
"tp","The Phong","the-phong","NULL",0
"nd","Nhac Do","nhac-do","NULL",0
"th","Thu Huong","thu-huong","NULL",0
"ckldl","Che Khanh-Ly Dieu Linh","che-khanh-ly-dieu-linh","NULL",0
"clhl","Che Linh-Huong Lan","che-linh-huong-lan","NULL",0
"gtvd","Giang Tien-Vu Duy","giang-tien-vu-duy","NULL",0
"ht","Huy Thai","huy-thai","NULL",0
"mtql","Minh Tuyet-Quang Le","minh-tuyet-quang-le","NULL",0
"nh","Ngoc Ho","ngoc-ho","NULL",0
"qd","Quoc Dung","quoc-dung","NULL",0
"td","Thanh Do","thanh-do","NULL",0
"th","Trung Hau","trung-hau","NULL",0
"nssm","Nhom Suc Song Moi","nhom-suc-song-moi","NULL",0
"dv","Dinh Van","dinh-van","NULL",0
"bhth","Bich Hong-Thu Hien","bich-hong-thu-hien","NULL",0
"tt","Trong Tan","trong-tan","NULL",0
"tt","Thu Thao","thu-thao","NULL",0
"sb","Siu Black","siu-black","NULL",0
"nh","Nhat Hoa","nhat-hoa","NULL",0
"tk","Trung Kien","trung-kien","NULL",0
"m","M4U","m4u","NULL",0
"gl","Giao Linh","giao-linh","NULL",0
"kv","Khang Viet","khang-viet","NULL",0
"nvc","Nguyen Van Chung","nguyen-van-chung","NULL",0
"mty","Mr T-Yanbi","mr-t-yanbi","NULL",0
"qmtp","Quang Minh & Thu Phuong","quang-minh-thu-phuong","NULL",0
"cnt","Chau Ngoc Tien","chau-ngoc-tien","NULL",0
"dt","Duong Thu","duong-thu","NULL",0
"nh","Ngoc Ha","ngoc-ha","NULL",0
"hn","Hong Nhung","hong-nhung","NULL",0
"rb","Rainbow Boys","rainbow-boys","NULL",0
"kfls","Kyo ft Lil Shady","kyo-ft-lil-shady","NULL",0
"mts","Mai Thanh Son","mai-thanh-son","NULL",0
"mtvtt","Minh Thuan va Thanh Thanh","minh-thuan-va-thanh-thanh","NULL",0
"nha","Nguyen Hoang Anh","nguyen-hoang-anh","NULL",0
"pp","Phuc Pin","phuc-pin","NULL",0
"cltt","Che Linh & Thanh Tuyen","che-linh-thanh-tuyen","NULL",0
"na","Ngoc Anh","ngoc-anh","NULL",0
"hn","Hoang Nam","hoang-nam","NULL",0
"hvnum","Ha Vy & Nini & Uyen Mi","ha-vy-nini-uyen-mi","NULL",0
"nk","Nguyen Khang","nguyen-khang","NULL",0
"hhyqk","Ho Hoang Yen & Quoc Khanh","ho-hoang-yen-quoc-khanh","NULL",0
"lt","Le Thu","le-thu","NULL",0
"nl","Ngoc Lan","ngoc-lan","NULL",0
"dq","Do Quang","do-quang","NULL",0
"nm","Nhu Mai","nhu-mai","NULL",0
"kn","Khanh Nguyen","khanh-nguyen","NULL",0
"tt","Thai Thao","thai-thao","NULL",0
"lc","Loan Chau","loan-chau","NULL",0
"avep","Ai Van & Elvis Phuong","ai-van-elvis-phuong","NULL",0
"nm","Ngoc Minh","ngoc-minh","NULL",0
"dtt","Dien Thai Toan","dien-thai-toan","NULL",0
"nvnkany","Nghi Van & Nhat Kim Anh & Nhu Y","nghi-van-nhat-kim-anh-nhu-y","NULL",0
"hvkttt","Ho Vinh Khoa-Thu Thuy-Tim","ho-vinh-khoa-thu-thuy-tim","NULL",0
"m","mpg","mpg","NULL",0
"a","Andy","andy","NULL",0
"hlt","Ho Le Thu","ho-le-thu","NULL",0
"j","Julie","julie","NULL",0
"ld","Lam Dung","lam-dung","NULL",0
"yt","Yen Thanh","yen-thanh","NULL",0
"hm","Hoa Mi","hoa-mi","NULL",0
"dtt","Diep Thanh Thanh","diep-thanh-thanh","NULL",0
"tp","Thu Phuong","thu-phuong","NULL",0
"hncb","Huynh Nguyen Cong Bang","huynh-nguyen-cong-bang","NULL",0
"yl","Y Linh","y-linh","NULL",0
"vh","Vinh Hoang","vinh-hoang","NULL",0
"ei","Enrique Iglesias","enrique-iglesias","NULL",0
"ht","Hoang Thanh","hoang-thanh","NULL",0
"pl","Pha Le","pha-le","NULL",0
"ttn","Truong Thao Nhi","truong-thao-nhi","NULL",0
"clnl","Cam Ly-Nguyen Loc","cam-ly-nguyen-loc","NULL",0
"ksll","Kevin Socola-Lynk Lee","kevin-socola-lynk-lee","NULL",0
"r","RTM","rtm","NULL",0
"lh","Le Hang","le-hang","NULL",0
"mtsqkth","Mai Thanh Son-Quoc Khanh-Truc Ho","mai-thanh-son-quoc-khanh-truc-ho","NULL",0
"mtptt","Minh Thuan-Pham Thanh Thao","minh-thuan-pham-thanh-thao","NULL",0
"nkhnpt","Ngo Kien Huy-Noo Phuoc Thinh","ngo-kien-huy-noo-phuoc-thinh","NULL",0
"nkhvnpt","Ngo Kien Huy vs Noo Phuoc Thinh","ngo-kien-huy-vs-noo-phuoc-thinh","NULL",0
"hd","Hong Duong","hong-duong","NULL",0
"nd","Nguyen Duc","nguyen-duc","NULL",0
"kktk","Kevin Khoa-Thuy Khanh","kevin-khoa-thuy-khanh","NULL",0
"gn","Giong Nam","giong-nam","NULL",0
"hltc","Huong Lan & Thai Chau","huong-lan-thai-chau","NULL",0
"knnta","Khanh Ngoc-Nhat Tinh Anh","khanh-ngoc-nhat-tinh-anh","NULL",0
"kn","Kieu Nga","kieu-nga","NULL",0
"qdtn","Quoc Dung-Tuong Nguyen","quoc-dung-tuong-nguyen","NULL",0
"tc","Tuan Chau","tuan-chau","NULL",0
"tvt","Truong Vinh Toan","truong-vinh-toan","NULL",0
"mt","Minh Tuan","minh-tuan","NULL",0
"kd","Khanh Du","khanh-du","NULL",0
"as","After School","after-school","NULL",0
"agnmjj","Ariana Grande-Nicki Minaj-Jessie J","ariana-grande-nicki-minaj-jessie-j","NULL",0
"lh","Lily Hue","lily-hue","NULL",0
"j","JustaTee","justatee","NULL",0
"yjt","Y Jang Tuyn","y-jang-tuyn","NULL",0
"pnvs","Phi Nhung & Van Son","phi-nhung-van-son","NULL",0
"ctvhl","Chi Tam vs Huong Lan","chi-tam-vs-huong-lan","NULL",0
"a","AC&M","acm","NULL",0
"tcat","Tam Ca Ao Trang","tam-ca-ao-trang","NULL",0
"m","Microwave","microwave","NULL",0
"dh","Duc Huy","duc-huy","NULL",0
"td","Thuy Duong","thuy-duong","NULL",0
"ndk","Ngo Duy Khiem","ngo-duy-khiem","NULL",0
"k","Kim","kim","NULL",0
"h","Hoa","hoa","NULL",0
"tl","Trinh Lam","trinh-lam","NULL",0
"bp","Bích Phương","bich-phuong","NULL",0
"nh","Nhac Hoa","nhac-hoa","NULL",0
"tt","Toc Tien","toc-tien","NULL",0
"ga","Gia An","gia-an","NULL",0
"ns","Nguyen Sang","nguyen-sang","NULL",0
"dp","Duc Phuong","duc-phuong","NULL",0
"lln","Lynk Lee-Nah","lynk-lee-nah","NULL",0
"kn","Khanh Ngoc","khanh-ngoc","NULL",0
"hvk","Ho Vinh Khoa","ho-vinh-khoa","NULL",0
"kh","Kan Hee","kan-hee","NULL",0
"nah","Nguyen Anh Huy","nguyen-anh-huy","NULL",0
"qn","Quynh Nga","quynh-nga","NULL",0
"am","Anh Minh","anh-minh","NULL",0
"ltt","Lam Thanh Tung","lam-thanh-tung","NULL",0
"kl","Khanh Loan","khanh-loan","NULL",0
"hthtr","Ha Thai Hoang-Tan Rapper","ha-thai-hoang-tan-rapper","NULL",0
"nthr","Nguyen Tuan Hoang-R","nguyen-tuan-hoang-r","NULL",0
"wta","Wanbi Tuan Anh","wanbi-tuan-anh","NULL",0
"nd","No Doubt","no-doubt","NULL",0
"qt","Quang Truong","quang-truong","NULL",0
"tk","Thuy Khanh","thuy-khanh","NULL",0
"sn","Sky Nguyễn","sky-nguyen","NULL",0
"bthq","Bao Tram-Hoang Quyen","bao-tram-hoang-quyen","NULL",0
"bt","Bee T","bee-t","NULL",0
"laqth","Le Anh Quan & Thuy Huong","le-anh-quan-thuy-huong","NULL",0
"nh","Ngoc Hue","ngoc-hue","NULL",0
"dlnk","Diem Lien & Nguyen Khang","diem-lien-nguyen-khang","NULL",0
"tttcp","Thanh Thuy & To Chan Phong","thanh-thuy-to-chan-phong","NULL",0
"tt","Thao Trang","thao-trang","NULL",0
"v","V","v","NULL",0
"bl","Bich Loan","bich-loan","NULL",0
"tmyp","Truc Mai & Y Phuong","truc-mai-y-phuong","NULL",0
"mb","M4U Band","m4u-band","NULL",0
"nt","Nhat Truong","nhat-truong","NULL",0
"ml","My Linh","my-linh","NULL",0
"a","Aqua","aqua","NULL",0
"mrm","Madonna & Ricky Martin","madonna-ricky-martin","NULL",0
"tt","Tran Tam","tran-tam","NULL",0
"bba","Be Bao An","be-bao-an","NULL",0
"lct","Le Chi Trung","le-chi-trung","NULL",0
"kn","Kieu Nhi","kieu-nhi","NULL",0
"htt","Han Thai Tu","han-thai-tu","NULL",0
"mt","Minh Trang","minh-trang","NULL",0
"dl","Duc Long","duc-long","NULL",0
"d","Darin","darin","NULL",0
"ttt","Thai Tuyet Tram","thai-tuyet-tram","NULL",0
"ctpl","Chi Tai & Phuong Loan","chi-tai-phuong-loan","NULL",0
"hvrqg","Huy Vu-Rebecca Quynh Giao","huy-vu-rebecca-quynh-giao","NULL",0
"kdsc","Khanh Dung & Son Ca","khanh-dung-son-ca","NULL",0
"sth","Spencer & Thuy Huong","spencer-thuy-huong","NULL",0
"hvqg","Huy Vu & Quynh Giao","huy-vu-quynh-giao","NULL",0
"dp","Doan Phi","doan-phi","NULL",0
"csma","Cuong Seven-Mr A","cuong-seven-mr-a","NULL",0
"bs","Beyonce-Shakira","beyonce-shakira","NULL",0
"aob","Ace Of Base","ace-of-base","NULL",0
"jbnm","Justin Bieber-Nicki Minaj","justin-bieber-nicki-minaj","NULL",0
"d","Disney","disney","NULL",0
"mmtpdt","Mr Minh Thai-Phan Dinh Tung","mr-minh-thai-phan-dinh-tung","NULL",0
"kc","Kelly Clarkson","kelly-clarkson","NULL",0
"n","Neyo","neyo","NULL",0
"d","Dalena","dalena","NULL",0
"tstthtl","The Son & Tran Thai Hoa & Trinh Lam","the-son-tran-thai-hoa-trinh-lam","NULL",0
"nd","Nam Duong","nam-duong","NULL",0
"hrkm","Hoang Rapper-Khoi My","hoang-rapper-khoi-my","NULL",0
"va","Van Anh","van-anh","NULL",0
"h","HKT","hkt","NULL",0
"lkv","Luong Khanh Vy","luong-khanh-vy","NULL",0
"pt","Phuong Trang","phuong-trang","NULL",0
"ltth","Le Toan & Thu Huong","le-toan-thu-huong","NULL",0
"kd","Kathy Dung","kathy-dung","NULL",0
"ldl","Ly Dung Liem","ly-dung-liem","NULL",0
"td","Tuan Dung","tuan-dung","NULL",0
"tn","Tan Nhan","tan-nhan","NULL",0
"tptt","Trong Phuc-Thuy Trang","trong-phuc-thuy-trang","NULL",0
"dh","Dan Huy","dan-huy","NULL",0
"hnta","Hoang Nam & Truc Anh","hoang-nam-truc-anh","NULL",0
"cnt","Cao Nam Thanh","cao-nam-thanh","NULL",0
"amdh","Anh Minh & Don Ho","anh-minh-don-ho","NULL",0
"tl","Thanh Lam","thanh-lam","NULL",0
"jn","Jimmy Nguyen","jimmy-nguyen","NULL",0
"tk","Trong Khuong","trong-khuong","NULL",0
"dd","Duc Duy","duc-duy","NULL",0
"vh","Viet Hoan","viet-hoan","NULL",0
"ep","Elis Phuong","elis-phuong","NULL",0
"ml","Minh Luan","minh-luan","NULL",0
"bb","BOM Band","bom-band","NULL",0
"ltd","Linda Trang Dai","linda-trang-dai","NULL",0
"nckd","Nguyen Cao Ky Duyen","nguyen-cao-ky-duyen","NULL",0
"tv","Thuy Vi","thuy-vi","NULL",0
"td","Thien Dung","thien-dung","NULL",0
"kdtt","Khanh Duy & Tuyet Thao","khanh-duy-tuyet-thao","NULL",0
"dhlms","Duong Hong Loan & Martin Sang","duong-hong-loan-martin-sang","NULL",0
"nk","Nguyen Kha","nguyen-kha","NULL",0
"dd","Doanh Doanh","doanh-doanh","NULL",0
"nhnq","Nguyen Hung-Nhu Quynh","nguyen-hung-nhu-quynh","NULL",0
"sbtl","Sy Ben & Tai Linh","sy-ben-tai-linh","NULL",0
"td","Tuan Dat","tuan-dat","NULL",0
"ln","Lan Ngoc","lan-ngoc","NULL",0
"tp","Trong Phuc","trong-phuc","NULL",0
"ad","Anh Dung","anh-dung","NULL",0
"kltth","Khanh Ly & Tran Thai Hoa","khanh-ly-tran-thai-hoa","NULL",0
"kh","Kieu Hung","kieu-hung","NULL",0
"tp","Thanh Phuong","thanh-phuong","NULL",0
"lt","Le Tri","le-tri","NULL",0
"ck","Carol Kim","carol-kim","NULL",0
"mtvt","Minh Tri & Viet Thi","minh-tri-viet-thi","NULL",0
"od","One Direction","one-direction","NULL",0
"mltr","Michael Learn To Rock","michael-learn-to-rock","NULL",0
"dnnkh","Dong Nhi-Ngo Kien Huy","dong-nhi-ngo-kien-huy","NULL",0
"nkhfdn","Ngo Kien Huy ft Dong Nhi","ngo-kien-huy-ft-dong-nhi","NULL",0
"bat","Bui Anh Tuan","bui-anh-tuan","NULL",0
"ntl","Ngo Trac Linh","ngo-trac-linh","NULL",0
"hqhnp","Ho Quang Hieu-Nga Pham","ho-quang-hieu-nga-pham","NULL",0
"bkkh","Bang Kieu & Khanh Ha","bang-kieu-khanh-ha","NULL",0
"vk","Van Khanh","van-khanh","NULL",0
"tn","Thuc Nhi","thuc-nhi","NULL",0
"tt","Tien Thanh","tien-thanh","NULL",0
"dl","Diem Lien","diem-lien","NULL",0
"cp","Che Phuong","che-phuong","NULL",0
"dtlnt","Dang The Luan & Nhat Truong","dang-the-luan-nhat-truong","NULL",0
"dt","Dinh Trung","dinh-trung","NULL",0
"thqd","Thanh Ha & Quang Dung","thanh-ha-quang-dung","NULL",0
"tn","Thy Nga","thy-nga","NULL",0
"khv","Kasim Hoang Vu","kasim-hoang-vu","NULL",0
"u","Unknow","unknow","NULL",0
"qc","Quoc Cuong","quoc-cuong","NULL",0
"tcp","To Chan Phong","to-chan-phong","NULL",0
"ds","Diem Suong","diem-suong","NULL",0
"ml","My Le","my-le","NULL",0
"hatpl","Ha Anh Tuan-Phuong Linh","ha-anh-tuan-phuong-linh","NULL",0
"qt","Quang Tho","quang-tho","NULL",0
"hhdtd","Hoang Hai Dang-Thuy Dang","hoang-hai-dang-thuy-dang","NULL",0
"vq","Viet Quang","viet-quang","NULL",0
"dhnl","Don Ho-Ngoc Lan","don-ho-ngoc-lan","NULL",0
"mq","Manh Quan","manh-quan","NULL",0
"htxtv","Ha Thanh Xuan-Tuan Vu","ha-thanh-xuan-tuan-vu","NULL",0
"phq","Phuong Hong Que","phuong-hong-que","NULL",0
"mqtv","Manh Quynh & Truong Vu","manh-quynh-truong-vu","NULL",0
"tdk","Tu Duc Khai","tu-duc-khai","NULL",0
"ab","Aartista Band","aartista-band","NULL",0
"dttv","Dan Truong-Trieu Vy","dan-truong-trieu-vy","NULL",0
"ll","Ly Long","ly-long","NULL",0
"tth","Tran Thu Ha","tran-thu-ha","NULL",0
"mqmt","Manh Quan-Mr T","manh-quan-mr-t","NULL",0
"hdn","Huynh Dong-Nenita","huynh-dong-nenita","NULL",0
"qt","Quang Thanh","quang-thanh","NULL",0
"tsftd","The Son ft Tam Doan","the-son-ft-tam-doan","NULL",0
"mh","My Hanh","my-hanh","NULL",0
"tth","Trinh Tuyet Huong","trinh-tuyet-huong","NULL",0
"ct","Cao Tam","cao-tam","NULL",0
"kt","Khanh Tram","khanh-tram","NULL",0
"tv","Tuan Vu.OKF","tuan-vuokf","NULL",0
"tm","Trieu Minh","trieu-minh","NULL",0
"dta","Duong Trieu Anh","duong-trieu-anh","NULL",0
"e","Emilia","emilia","NULL",0
"mj","Michael Jackson","michael-jackson","NULL",0
"hclh","Hoang Chau-Ly Hai","hoang-chau-ly-hai","NULL",0
"hvmt","Huy Vu-Minh Tuyet","huy-vu-minh-tuyet","NULL",0
"nt","Nguyen Trung","nguyen-trung","NULL",0
"hnqd","Hong Nhung-Quang Dung","hong-nhung-quang-dung","NULL",0
"vv","Viet Vu","viet-vu","NULL",0
"hahh","Hoang Anh-Hoang Hieu","hoang-anh-hoang-hieu","NULL",0
"jnkl","Jimmy Nguyen-Khanh Loan","jimmy-nguyen-khanh-loan","NULL",0
"phb","Pham Hong Bien","pham-hong-bien","NULL",0
"htl","Hoang Thien Long","hoang-thien-long","NULL",0
"qd","Quoc Dinh","quoc-dinh","NULL",0
"ej","Elvis John","elvis-john","NULL",0
"ttvtd","Thanh Truc & Vu Tuan Duc","thanh-truc-vu-tuan-duc","NULL",0
"ls","Lil Shady","lil-shady","NULL",0
"tl","Thuy Lan","thuy-lan","NULL",0
"ptj","Phuong Trinh Jolie","phuong-trinh-jolie","NULL",0
"sh","Son Ha","son-ha","NULL",0
"s","SLimV","slimv","NULL",0
"lhp","La Hoang Phuc","la-hoang-phuc","NULL",0
"dk","Dan Kim","dan-kim","NULL",0
"apnd","Akira Phan-Nam Du","akira-phan-nam-du","NULL",0
"tn","Thanh Ngoc","thanh-ngoc","NULL",0
"bkmt","Bang Kieu & Minh Tuyet","bang-kieu-minh-tuyet","NULL",0
"qt","Quang Tuan","quang-tuan","NULL",0
"hta","Ha Thuy Anh","ha-thuy-anh","NULL",0
"phd","Pham Huy Du","pham-huy-du","NULL",0
"ctt","Cao Tuan Thien","cao-tuan-thien","NULL",0
"khv","Khưu Huy Vũ","khuu-huy-vu","NULL",0
"tntn","Thao Nhi-Truc Nhan","thao-nhi-truc-nhan","NULL",0
"kt","Kha Tu","kha-tu","NULL",0
"kpuqv","Ky Phuong Uyen-Quynh Vi","ky-phuong-uyen-quynh-vi","NULL",0
"tn","Thi Nga","thi-nga","NULL",0
"nna","Nguyen Ngoc Anh","nguyen-ngoc-anh","NULL",0
"hbt","Ha Bao Thu","ha-bao-thu","NULL",0
"pm","Phuong Mai","phuong-mai","NULL",0
"ktp","Kim Tieu Phuong","kim-tieu-phuong","NULL",0
"hm","Hai Mi","hai-mi","NULL",0
"jh","Jenny Hien","jenny-hien","NULL",0
"lmt","Luu Minh Thang","luu-minh-thang","NULL",0
"tns","Trinh Nam Son","trinh-nam-son","NULL",0
"bs","Bắc Sơn","bac-son","NULL",0
"rcp","Ro Cham Pheng","ro-cham-pheng","NULL",0
"jm","Jo Marcel","jo-marcel","NULL",0
"lgmtv","Lam Gia Minh & Truong Vu","lam-gia-minh-truong-vu","NULL",0
"tt","Thien Trang","thien-trang","NULL",0
"hs","Huy Sinh","huy-sinh","NULL",0
"tvlgm","Trường Vũ & Lâm Gia Minh","truong-vu-lam-gia-minh","NULL",0
"nt","Nhat Thanh","nhat-thanh","NULL",0
"d","Delena","delena","NULL",0
"hnkt","Hoai Nam & Kha Tu","hoai-nam-kha-tu","NULL",0
"td","Tien Dung","tien-dung","NULL",0
"pl","Phuong Linh","phuong-linh","NULL",0
"c","Cadillac","cadillac","NULL",0
"bt","Buc Tuong","buc-tuong","NULL",0
"pl","Phuong Lam","phuong-lam","NULL",0
"lt","Lise Thanh","lise-thanh","NULL",0
"la","Lam Anh","lam-anh","NULL",0
"ttlqb","Trang Thanh Lan & Quang Binh","trang-thanh-lan-quang-binh","NULL",0
"ct","Cat Tien","cat-tien","NULL",0
"ndttc","Ngoc Dan Thanh-Trung Chinh","ngoc-dan-thanh-trung-chinh","NULL",0
"ttvk","Thanh Thuy & Vu Khanh","thanh-thuy-vu-khanh","NULL",0
"cyp","Cardin & Y Phung","cardin-y-phung","NULL",0
"dtl","Dang The Luan","dang-the-luan","NULL",0
"tn","Tuong Nguyen","tuong-nguyen","NULL",0
"cl","Cai Luong","cai-luong","NULL",0
"hp","Ha Phuong","ha-phuong","NULL",0
"vt","Viet Tu","viet-tu","NULL",0
"tq","Thien Quoc","thien-quoc","NULL",0
"md","My Dung","my-dung","NULL",0
"dh","Duy Hanh","duy-hanh","NULL",0
"ak","Alicia Keys","alicia-keys","NULL",0
"g","Glee","glee","NULL",0
"aqct","Andy Quach & Cat Tien","andy-quach-cat-tien","NULL",0
"lkpa","Lil Knight-Phuong Anh","lil-knight-phuong-anh","NULL",0
"mb","Michelle Branch","michelle-branch","NULL",0
"tc","The Corrs","the-corrs","NULL",0
"ml","Mathew Liew","mathew-liew","NULL",0
"qn","Quoc Noi","quoc-noi","NULL",0
"att","AC&M-Thanh Thao","acm-thanh-thao","NULL",0
"bt","Bonneur Trinh","bonneur-trinh","NULL",0
"tc3","Tam Ca 3A","tam-ca-3a","NULL",0
"ttva","Thanh Thao vs AC&M","thanh-thao-vs-acm","NULL",0
"nlnl","Ngoc Loan & Nhu Loan","ngoc-loan-nhu-loan","NULL",0
"t","Tara","tara","NULL",0
"tm","Tan Minh","tan-minh","NULL",0
"yj","Y Jalin","y-jalin","NULL",0
"aphvt","Akira Phan-Ho Viet Trung","akira-phan-ho-viet-trung","NULL",0
"ttl","Tran Tuan Luong","tran-tuan-luong","NULL",0
"mq","Minh Quan","minh-quan","NULL",0
"ntlttv","Ngo Trac Linh-Truong The Vinh","ngo-trac-linh-truong-the-vinh","NULL",0
"ms","Mr Siro","mr-siro","NULL",0
"clv","Cao Luan Vu","cao-luan-vu","NULL",0
"pv","Phi Vu","phi-vu","NULL",0
"mt","May Trang","may-trang","NULL",0
"pqa","Pham Quynh Anh","pham-quynh-anh","NULL",0
"cttstth","Chi Tai-The Son-Tran Thai Hoa","chi-tai-the-son-tran-thai-hoa","NULL",0
"nl","Ngoc Lien","ngoc-lien","NULL",0
"hl","Hoang Lan","hoang-lan","NULL",0
"tl","Tuan Luc","tuan-luc","NULL",0
"ndh","Nguyen Duy Ha","nguyen-duy-ha","NULL",0
"k","Kaishi","kaishi","NULL",0
"nckdnh","Nguyen Cao Ky Duyen & Nguyen Hung","nguyen-cao-ky-duyen-nguyen-hung","NULL",0
"amdp","Anh Minh & Doan Phi","anh-minh-doan-phi","NULL",0
"ld","Le Dung","le-dung","NULL",0
"laqv","Lam Anh-Quynh Vi","lam-anh-quynh-vi","NULL",0
"kk","Kim Khanh","kim-khanh","NULL",0
"at","Anh Thu","anh-thu","NULL",0
"ul","Uyen Linh","uyen-linh","NULL",0
"kputl","Ky Phuong Uyen-Trinh Lam","ky-phuong-uyen-trinh-lam","NULL",0
"dh","Duc Hien","duc-hien","NULL",0
"dt","Duy Truong","duy-truong","NULL",0
"mv","Minh Vy","minh-vy","NULL",0
"d5","Duong 565","duong-565","NULL",0
"m","MTV","mtv","NULL",0
